"tip","count","count_tree","Date","Date1","Date2","Location","type","year_month"
"EPI_ISL_16970377|H3N2|HA|Southeast_Asia|India|2022-08-23",834,901,2022-08-23,2022.64109589041,2022-08-22,"India","Persistent lineages","2022-08"
"EPI_ISL_16970421|H3N2|HA|Southeast_Asia|India|2022-10-18",871,901,2022-10-18,2022.79452054795,2022-10-18,"India","Persistent lineages","2022-10"
"EPI_ISL_169726|H3N2|HA|Southeast_Asia|SouthChina|2014-08-04",757,901,2014-08-04,2014.58904109589,2014-08-03,"SouthChina","Persistent lineages","2014-08"
"EPI_ISL_169729|H3N2|HA|Southeast_Asia|SouthChina|2014-07-23",758,901,2014-07-23,2014.55616438356,2014-07-22,"SouthChina","Persistent lineages","2014-07"
"EPI_ISL_169734|H3N2|HA|Southeast_Asia|SouthChina|2014-09-01",758,901,2014-09-01,2014.66575342466,2014-09-01,"SouthChina","Persistent lineages","2014-09"
"EPI_ISL_169745|H3N2|HA|Southeast_Asia|SouthChina|2014-08-22",755,901,2014-08-22,2014.63835616438,2014-08-21,"SouthChina","Persistent lineages","2014-08"
"EPI_ISL_169790|H3N2|HA|Southeast_Asia|Japan|2014-10-13",875,901,2014-10-13,2014.78082191781,2014-10-13,"Japan","Persistent lineages","2014-10"
"EPI_ISL_17103064|H3N2|HA|Southeast_Asia|Cambodia|2022-10-04",871,901,2022-10-04,2022.75616438356,2022-10-03,"Cambodia","Persistent lineages","2022-10"
"EPI_ISL_171112|H3N2|HA|Southeast_Asia|SouthKorea|2014-03-16",759,901,2014-03-16,2014.20273972603,2014-03-16,"SouthKorea","Persistent lineages","2014-03"
"EPI_ISL_171114|H3N2|HA|Southeast_Asia|SouthKorea|2014-01-26",760,901,2014-01-26,2014.06849315068,2014-01-25,"SouthKorea","Persistent lineages","2014-01"
"EPI_ISL_171339|H3N2|HA|Southeast_Asia|NorthChina|2013-12-27",760,901,2013-12-27,2013.98630136986,2013-12-26,"NorthChina","Persistent lineages","2013-12"
"EPI_ISL_171340|H3N2|HA|Southeast_Asia|NorthChina|2014-01-07",755,901,2014-01-07,2014.01643835616,2014-01-06,"NorthChina","Persistent lineages","2014-01"
"EPI_ISL_171861|H3N2|HA|Southeast_Asia|TaiwanChina|2014-11-06",771,901,2014-11-06,2014.84657534247,2014-11-06,"TaiwanChina","Persistent lineages","2014-11"
"EPI_ISL_171862|H3N2|HA|Southeast_Asia|TaiwanChina|2014-11-07",874,901,2014-11-07,2014.84931506849,2014-11-06,"TaiwanChina","Persistent lineages","2014-11"
"EPI_ISL_171864|H3N2|HA|Southeast_Asia|TaiwanChina|2014-11-14",701,901,2014-11-14,2014.86849315069,2014-11-14,"TaiwanChina","Persistent lineages","2014-11"
"EPI_ISL_171867|H3N2|HA|Southeast_Asia|Japan|2014-12-24",620,901,2014-12-24,2014.97808219178,2014-12-23,"Japan","Persistent lineages","2014-12"
"EPI_ISL_171885|H3N2|HA|Southeast_Asia|Japan|2015-01-06",730,901,2015-01-06,2015.01369863014,2015-01-06,"Japan","Persistent lineages","2015-01"
"EPI_ISL_171915|H3N2|HA|Southeast_Asia|NorthChina|2014-12-01",757,901,2014-12-01,2014.91506849315,2014-11-30,"NorthChina","Persistent lineages","2014-12"
"EPI_ISL_171925|H3N2|HA|Southeast_Asia|NorthChina|2014-12-03",710,901,2014-12-03,2014.92054794521,2014-12-03,"NorthChina","Persistent lineages","2014-12"
"EPI_ISL_172194|H3N2|HA|Southeast_Asia|Myanmar|2013-06-27",899,901,2013-06-27,2013.48493150685,2013-06-27,"Myanmar","Persistent lineages","2013-06"
"EPI_ISL_17244511|H3N2|HA|Southeast_Asia|Nepal|2022-09-04",834,901,2022-09-04,2022.67397260274,2022-09-04,"Nepal","Persistent lineages","2022-09"
"EPI_ISL_17244512|H3N2|HA|Southeast_Asia|Nepal|2022-09-11",859,901,2022-09-11,2022.69315068493,2022-09-10,"Nepal","Persistent lineages","2022-09"
"EPI_ISL_17244513|H3N2|HA|Southeast_Asia|Nepal|2022-12-13",871,901,2022-12-13,2022.94794520548,2022-12-13,"Nepal","Persistent lineages","2022-12"
"EPI_ISL_17244514|H3N2|HA|Southeast_Asia|Nepal|2023-01-08",871,901,2023-01-08,2023.01917808219,2023-01-07,"Nepal","Persistent lineages","2023-01"
"EPI_ISL_172527|H3N2|HA|Southeast_Asia|Thailand|2014-12-26",901,901,2014-12-26,2014.98356164384,2014-12-26,"Thailand","Persistent lineages","2014-12"
"EPI_ISL_17256545|H3N2|HA|Southeast_Asia|SouthKorea|2023-02-28",871,901,2023-02-28,2023.15890410959,2023-02-28,"SouthKorea","Persistent lineages","2023-02"
"EPI_ISL_172633|H3N2|HA|Southeast_Asia|Myanmar|2013-07-16",873,901,2013-07-16,2013.53698630137,2013-07-16,"Myanmar","Persistent lineages","2013-07"
"EPI_ISL_17264840|H3N2|HA|Southeast_Asia|Vietnam|2012-05-03",657,901,2012-05-03,2012.33606557377,2012-05-02,"Vietnam","Persistent lineages","2012-05"
"EPI_ISL_17266874|H3N2|HA|Southeast_Asia|Thailand|2023-01-25",871,901,2023-01-25,2023.06575342466,2023-01-25,"Thailand","Persistent lineages","2023-01"
"EPI_ISL_17266876|H3N2|HA|Southeast_Asia|Thailand|2023-01-25",871,901,2023-01-25,2023.06575342466,2023-01-25,"Thailand","Persistent lineages","2023-01"
"EPI_ISL_172835|H3N2|HA|Southeast_Asia|Myanmar|2014-07-04",875,901,2014-07-04,2014.50410958904,2014-07-03,"Myanmar","Persistent lineages","2014-07"
"EPI_ISL_172837|H3N2|HA|Southeast_Asia|Myanmar|2013-07-11",874,901,2013-07-11,2013.52328767123,2013-07-10,"Myanmar","Persistent lineages","2013-07"
"EPI_ISL_172988|H3N2|HA|Southeast_Asia|Myanmar|2013-07-15",875,901,2013-07-15,2013.53424657534,2013-07-14,"Myanmar","Persistent lineages","2013-07"
"EPI_ISL_173012|H3N2|HA|Southeast_Asia|Myanmar|2013-07-19",899,901,2013-07-19,2013.54520547945,2013-07-18,"Myanmar","Persistent lineages","2013-07"
"EPI_ISL_173046|H3N2|HA|Southeast_Asia|Myanmar|2013-07-24",874,901,2013-07-24,2013.55890410959,2013-07-24,"Myanmar","Persistent lineages","2013-07"
"EPI_ISL_173048|H3N2|HA|Southeast_Asia|Myanmar|2013-07-25",876,901,2013-07-25,2013.56164383562,2013-07-25,"Myanmar","Persistent lineages","2013-07"
"EPI_ISL_173204|H3N2|HA|Southeast_Asia|MalaysiaBrunei|2013-10-22",900,901,2013-10-22,2013.80547945205,2013-10-21,"MalaysiaBrunei","Persistent lineages","2013-10"
"EPI_ISL_173300|H3N2|HA|Southeast_Asia|Vietnam|2012-07-23",483,901,2012-07-23,2012.55737704918,2012-07-22,"Vietnam","Persistent lineages","2012-07"
"EPI_ISL_173307|H3N2|HA|Southeast_Asia|Vietnam|2012-07-27",901,901,2012-07-27,2012.56830601093,2012-07-26,"Vietnam","Persistent lineages","2012-07"
"EPI_ISL_173308|H3N2|HA|Southeast_Asia|Vietnam|2012-07-25",483,901,2012-07-25,2012.56284153005,2012-07-24,"Vietnam","Persistent lineages","2012-07"
"EPI_ISL_173352|H3N2|HA|Southeast_Asia|Myanmar|2014-06-24",747,901,2014-06-24,2014.47671232877,2014-06-24,"Myanmar","Persistent lineages","2014-06"
"EPI_ISL_173353|H3N2|HA|Southeast_Asia|Myanmar|2014-07-14",736,901,2014-07-14,2014.53150684932,2014-07-14,"Myanmar","Persistent lineages","2014-07"
"EPI_ISL_173354|H3N2|HA|Southeast_Asia|Myanmar|2014-07-08",749,901,2014-07-08,2014.51506849315,2014-07-07,"Myanmar","Persistent lineages","2014-07"
"EPI_ISL_173355|H3N2|HA|Southeast_Asia|Myanmar|2014-07-02",743,901,2014-07-02,2014.49863013699,2014-07-02,"Myanmar","Persistent lineages","2014-07"
"EPI_ISL_173356|H3N2|HA|Southeast_Asia|Myanmar|2014-08-04",722,901,2014-08-04,2014.58904109589,2014-08-03,"Myanmar","Persistent lineages","2014-08"
"EPI_ISL_173357|H3N2|HA|Southeast_Asia|Myanmar|2014-08-22",760,901,2014-08-22,2014.63835616438,2014-08-21,"Myanmar","Persistent lineages","2014-08"
"EPI_ISL_173358|H3N2|HA|Southeast_Asia|Myanmar|2014-09-08",727,901,2014-09-08,2014.68493150685,2014-09-08,"Myanmar","Persistent lineages","2014-09"
"EPI_ISL_173990|H3N2|HA|Southeast_Asia|SouthKorea|2014-12-30",734,901,2014-12-30,2014.99452054795,2014-12-30,"SouthKorea","Persistent lineages","2014-12"
"EPI_ISL_17403963|H3N2|HA|Southeast_Asia|TaiwanChina|2022-11-04",871,901,2022-11-04,2022.84109589041,2022-11-03,"TaiwanChina","Persistent lineages","2022-11"
"EPI_ISL_17403965|H3N2|HA|Southeast_Asia|TaiwanChina|2022-08-31",871,901,2022-08-31,2022.66301369863,2022-08-30,"TaiwanChina","Persistent lineages","2022-08"
"EPI_ISL_17403971|H3N2|HA|Southeast_Asia|TaiwanChina|2022-10-25",871,901,2022-10-25,2022.81369863014,2022-10-25,"TaiwanChina","Persistent lineages","2022-10"
"EPI_ISL_17403972|H3N2|HA|Southeast_Asia|TaiwanChina|2022-11-04",871,901,2022-11-04,2022.84109589041,2022-11-03,"TaiwanChina","Persistent lineages","2022-11"
"EPI_ISL_17416539|H3N2|HA|Southeast_Asia|NorthChina|2022-12-07",901,901,2022-12-07,2022.93150684932,2022-12-07,"NorthChina","Persistent lineages","2022-12"
"EPI_ISL_17463785|H3N2|HA|Southeast_Asia|SouthKorea|2023-04-03",871,901,2023-04-03,2023.25205479452,2023-04-02,"SouthKorea","Persistent lineages","2023-04"
"EPI_ISL_17465752|H3N2|HA|Southeast_Asia|NorthChina|2023-02-22",901,901,2023-02-22,2023.14246575342,2023-02-21,"NorthChina","Persistent lineages","2023-02"
"EPI_ISL_17465764|H3N2|HA|Southeast_Asia|NorthChina|2023-01-25",901,901,2023-01-25,2023.06575342466,2023-01-25,"NorthChina","Persistent lineages","2023-01"
"EPI_ISL_174821|H3N2|HA|Southeast_Asia|Nepal|2013-07-05",706,901,2013-07-05,2013.50684931507,2013-07-05,"Nepal","Persistent lineages","2013-07"
"EPI_ISL_175035|H3N2|HA|Southeast_Asia|HongkongChina|2015-01-24",894,901,2015-01-24,2015.06301369863,2015-01-23,"HongkongChina","Persistent lineages","2015-01"
"EPI_ISL_175036|H3N2|HA|Southeast_Asia|HongkongChina|2015-01-24",901,901,2015-01-24,2015.06301369863,2015-01-23,"HongkongChina","Persistent lineages","2015-01"
"EPI_ISL_17527263|H3N2|HA|Southeast_Asia|Japan|2022-12-21",848,901,2022-12-21,2022.9698630137,2022-12-21,"Japan","Persistent lineages","2022-12"
"EPI_ISL_17625060|H3N2|HA|Southeast_Asia|CentralChina|2018-01-11",830,901,2018-01-11,2018.02739726027,2018-01-10,"CentralChina","Persistent lineages","2018-01"
"EPI_ISL_17699906|H3N2|HA|Southeast_Asia|Bhutan|2023-03-08",835,901,2023-03-08,2023.18082191781,2023-03-08,"Bhutan","Persistent lineages","2023-03"
"EPI_ISL_17699910|H3N2|HA|Southeast_Asia|Bhutan|2023-01-17",871,901,2023-01-17,2023.04383561644,2023-01-17,"Bhutan","Persistent lineages","2023-01"
"EPI_ISL_177616|H3N2|HA|Southeast_Asia|Thailand|2013-05-20",898,901,2013-05-20,2013.38082191781,2013-05-20,"Thailand","Persistent lineages","2013-05"
"EPI_ISL_17805068|H3N2|HA|Southeast_Asia|India|2023-01-05",866,901,2023-01-05,2023.01095890411,2023-01-05,"India","Persistent lineages","2023-01"
"EPI_ISL_17805073|H3N2|HA|Southeast_Asia|India|2023-01-25",864,901,2023-01-25,2023.06575342466,2023-01-25,"India","Persistent lineages","2023-01"
"EPI_ISL_17805078|H3N2|HA|Southeast_Asia|India|2022-12-29",866,901,2022-12-29,2022.99178082192,2022-12-29,"India","Persistent lineages","2022-12"
"EPI_ISL_17805087|H3N2|HA|Southeast_Asia|India|2023-02-03",866,901,2023-02-03,2023.0904109589,2023-02-02,"India","Persistent lineages","2023-02"
"EPI_ISL_17805088|H3N2|HA|Southeast_Asia|India|2023-02-03",864,901,2023-02-03,2023.0904109589,2023-02-02,"India","Persistent lineages","2023-02"
"EPI_ISL_17805089|H3N2|HA|Southeast_Asia|India|2023-01-20",865,901,2023-01-20,2023.05205479452,2023-01-19,"India","Persistent lineages","2023-01"
"EPI_ISL_178093|H3N2|HA|Southeast_Asia|Japan|2015-02-22",900,901,2015-02-22,2015.14246575342,2015-02-21,"Japan","Persistent lineages","2015-02"
"EPI_ISL_17965786|H3N2|HA|Southeast_Asia|Singapore|2022-10-19",891,901,2022-10-19,2022.79726027397,2022-10-18,"Singapore","Persistent lineages","2022-10"
"EPI_ISL_17965798|H3N2|HA|Southeast_Asia|Singapore|2023-01-03",871,901,2023-01-03,2023.00547945205,2023-01-02,"Singapore","Persistent lineages","2023-01"
"EPI_ISL_17965817|H3N2|HA|Southeast_Asia|Singapore|2023-03-03",862,901,2023-03-03,2023.16712328767,2023-03-02,"Singapore","Persistent lineages","2023-03"
"EPI_ISL_17973488|H3N2|HA|Southeast_Asia|Singapore|2023-04-27",852,901,2023-04-27,2023.31780821918,2023-04-27,"Singapore","Persistent lineages","2023-04"
"EPI_ISL_17973496|H3N2|HA|Southeast_Asia|Singapore|2023-04-17",865,901,2023-04-17,2023.2904109589,2023-04-16,"Singapore","Persistent lineages","2023-04"
"EPI_ISL_17973498|H3N2|HA|Southeast_Asia|Singapore|2023-04-21",857,901,2023-04-21,2023.30136986301,2023-04-20,"Singapore","Persistent lineages","2023-04"
"EPI_ISL_17974207|H3N2|HA|Southeast_Asia|Singapore|2023-04-10",715,901,2023-04-10,2023.27123287671,2023-04-09,"Singapore","Persistent lineages","2023-04"
"EPI_ISL_17974657|H3N2|HA|Southeast_Asia|Singapore|2023-06-14",831,901,2023-06-14,2023.44931506849,2023-06-13,"Singapore","Persistent lineages","2023-06"
"EPI_ISL_17980070|H3N2|HA|Southeast_Asia|Singapore|2023-03-05",867,901,2023-03-05,2023.17260273973,2023-03-05,"Singapore","Persistent lineages","2023-03"
"EPI_ISL_17980073|H3N2|HA|Southeast_Asia|Singapore|2023-03-08",827,901,2023-03-08,2023.18082191781,2023-03-08,"Singapore","Persistent lineages","2023-03"
"EPI_ISL_18013058|H3N2|HA|Southeast_Asia|IndonesiaEastTimor|2023-01-20",870,901,2023-01-20,2023.05205479452,2023-01-19,"IndonesiaEastTimor","Persistent lineages","2023-01"
"EPI_ISL_18043945|H3N2|HA|Southeast_Asia|Nepal|2023-02-20",825,901,2023-02-20,2023.13698630137,2023-02-20,"Nepal","Persistent lineages","2023-02"
"EPI_ISL_18068506|H3N2|HA|Southeast_Asia|CentralChina|2023-04-08",867,901,2023-04-08,2023.26575342466,2023-04-08,"CentralChina","Persistent lineages","2023-04"
"EPI_ISL_18068524|H3N2|HA|Southeast_Asia|SouthChina|2023-04-04",869,901,2023-04-04,2023.25479452055,2023-04-04,"SouthChina","Persistent lineages","2023-04"
"EPI_ISL_18068525|H3N2|HA|Southeast_Asia|SouthChina|2023-04-03",868,901,2023-04-03,2023.25205479452,2023-04-02,"SouthChina","Persistent lineages","2023-04"
"EPI_ISL_18068563|H3N2|HA|Southeast_Asia|SouthChina|2023-03-16",867,901,2023-03-16,2023.20273972603,2023-03-16,"SouthChina","Persistent lineages","2023-03"
"EPI_ISL_18068564|H3N2|HA|Southeast_Asia|SouthChina|2023-03-03",867,901,2023-03-03,2023.16712328767,2023-03-02,"SouthChina","Persistent lineages","2023-03"
"EPI_ISL_18068751|H3N2|HA|Southeast_Asia|SouthChina|2023-04-03",867,901,2023-04-03,2023.25205479452,2023-04-02,"SouthChina","Persistent lineages","2023-04"
"EPI_ISL_18068762|H3N2|HA|Southeast_Asia|SouthChina|2023-06-08",864,901,2023-06-08,2023.43287671233,2023-06-08,"SouthChina","Persistent lineages","2023-06"
"EPI_ISL_18068764|H3N2|HA|Southeast_Asia|CentralChina|2023-05-03",868,901,2023-05-03,2023.33424657534,2023-05-02,"CentralChina","Persistent lineages","2023-05"
"EPI_ISL_18068770|H3N2|HA|Southeast_Asia|CentralChina|2023-05-22",867,901,2023-05-22,2023.38630136986,2023-05-21,"CentralChina","Persistent lineages","2023-05"
"EPI_ISL_18068790|H3N2|HA|Southeast_Asia|CentralChina|2023-04-03",867,901,2023-04-03,2023.25205479452,2023-04-02,"CentralChina","Persistent lineages","2023-04"
"EPI_ISL_18068796|H3N2|HA|Southeast_Asia|SouthChina|2023-04-24",868,901,2023-04-24,2023.3095890411,2023-04-24,"SouthChina","Persistent lineages","2023-04"
"EPI_ISL_18068852|H3N2|HA|Southeast_Asia|NorthChina|2023-03-21",867,901,2023-03-21,2023.21643835616,2023-03-20,"NorthChina","Persistent lineages","2023-03"
"EPI_ISL_18068922|H3N2|HA|Southeast_Asia|NorthChina|2022-11-28",901,901,2022-11-28,2022.90684931507,2022-11-28,"NorthChina","Persistent lineages","2022-11"
"EPI_ISL_18069013|H3N2|HA|Southeast_Asia|NorthChina|2023-03-01",867,901,2023-03-01,2023.16164383562,2023-03-01,"NorthChina","Persistent lineages","2023-03"
"EPI_ISL_18082728|H3N2|HA|Southeast_Asia|MalaysiaBrunei|2023-02-28",853,901,2023-02-28,2023.15890410959,2023-02-28,"MalaysiaBrunei","Persistent lineages","2023-02"
"EPI_ISL_18090814|H3N2|HA|Southeast_Asia|Bhutan|2023-04-08",857,901,2023-04-08,2023.26575342466,2023-04-08,"Bhutan","Persistent lineages","2023-04"
"EPI_ISL_18090817|H3N2|HA|Southeast_Asia|Bhutan|2023-04-03",861,901,2023-04-03,2023.25205479452,2023-04-02,"Bhutan","Persistent lineages","2023-04"
"EPI_ISL_18118409|H3N2|HA|Southeast_Asia|Nepal|2023-02-26",856,901,2023-02-26,2023.15342465753,2023-02-25,"Nepal","Persistent lineages","2023-02"
"EPI_ISL_18118618|H3N2|HA|Southeast_Asia|Nepal|2023-03-22",871,901,2023-03-22,2023.21917808219,2023-03-21,"Nepal","Persistent lineages","2023-03"
"EPI_ISL_181324|H3N2|HA|Southeast_Asia|Singapore|2007-09-17",890,901,2007-09-17,2007.7095890411,2007-09-17,"Singapore","Persistent lineages","2007-09"
"EPI_ISL_18138341|H3N2|HA|Southeast_Asia|Nepal|2023-03-02",860,901,2023-03-02,2023.16438356164,2023-03-01,"Nepal","Persistent lineages","2023-03"
"EPI_ISL_18138344|H3N2|HA|Southeast_Asia|Nepal|2023-02-26",866,901,2023-02-26,2023.15342465753,2023-02-25,"Nepal","Persistent lineages","2023-02"
"EPI_ISL_18138346|H3N2|HA|Southeast_Asia|Nepal|2023-04-15",863,901,2023-04-15,2023.28493150685,2023-04-15,"Nepal","Persistent lineages","2023-04"
"EPI_ISL_18143008|H3N2|HA|Southeast_Asia|HongkongChina|2023-07-09",708,901,2023-07-09,2023.51780821918,2023-07-09,"HongkongChina","Persistent lineages","2023-07"
"EPI_ISL_18143010|H3N2|HA|Southeast_Asia|HongkongChina|2023-07-09",708,901,2023-07-09,2023.51780821918,2023-07-09,"HongkongChina","Persistent lineages","2023-07"
"EPI_ISL_18143011|H3N2|HA|Southeast_Asia|HongkongChina|2023-07-09",708,901,2023-07-09,2023.51780821918,2023-07-09,"HongkongChina","Persistent lineages","2023-07"
"EPI_ISL_18143012|H3N2|HA|Southeast_Asia|HongkongChina|2023-07-08",708,901,2023-07-08,2023.51506849315,2023-07-07,"HongkongChina","Persistent lineages","2023-07"
"EPI_ISL_18143013|H3N2|HA|Southeast_Asia|HongkongChina|2023-07-09",867,901,2023-07-09,2023.51780821918,2023-07-09,"HongkongChina","Persistent lineages","2023-07"
"EPI_ISL_18143016|H3N2|HA|Southeast_Asia|HongkongChina|2023-07-10",867,901,2023-07-10,2023.52054794521,2023-07-10,"HongkongChina","Persistent lineages","2023-07"
"EPI_ISL_18167531|H3N2|HA|Southeast_Asia|HongkongChina|2023-07-09",865,901,2023-07-09,2023.51780821918,2023-07-09,"HongkongChina","Persistent lineages","2023-07"
"EPI_ISL_181796|H3N2|HA|Southeast_Asia|NorthChina|2012-10-03",678,901,2012-10-03,2012.75409836066,2012-10-02,"NorthChina","Persistent lineages","2012-10"
"EPI_ISL_181798|H3N2|HA|Southeast_Asia|NorthChina|2012-11-27",892,901,2012-11-27,2012.9043715847,2012-11-26,"NorthChina","Persistent lineages","2012-11"
"EPI_ISL_181802|H3N2|HA|Southeast_Asia|NorthChina|2012-09-12",774,901,2012-09-12,2012.69672131148,2012-09-11,"NorthChina","Persistent lineages","2012-09"
"EPI_ISL_181821|H3N2|HA|Southeast_Asia|NorthChina|2014-05-09",760,901,2014-05-09,2014.35068493151,2014-05-09,"NorthChina","Persistent lineages","2014-05"
"EPI_ISL_181824|H3N2|HA|Southeast_Asia|NorthChina|2014-05-13",758,901,2014-05-13,2014.36164383562,2014-05-13,"NorthChina","Persistent lineages","2014-05"
"EPI_ISL_181830|H3N2|HA|Southeast_Asia|NorthChina|2013-12-20",513,901,2013-12-20,2013.96712328767,2013-12-19,"NorthChina","Persistent lineages","2013-12"
"EPI_ISL_181831|H3N2|HA|Southeast_Asia|NorthChina|2013-12-24",756,901,2013-12-24,2013.97808219178,2013-12-23,"NorthChina","Persistent lineages","2013-12"
"EPI_ISL_18230464|H3N2|HA|Southeast_Asia|Bangladesh|2023-05-08",854,901,2023-05-08,2023.34794520548,2023-05-08,"Bangladesh","Persistent lineages","2023-05"
"EPI_ISL_18231732|H3N2|HA|Southeast_Asia|SouthKorea|2023-05-08",871,901,2023-05-08,2023.34794520548,2023-05-08,"SouthKorea","Persistent lineages","2023-05"
"EPI_ISL_18231781|H3N2|HA|Southeast_Asia|SouthKorea|2023-05-15",709,901,2023-05-15,2023.36712328767,2023-05-14,"SouthKorea","Persistent lineages","2023-05"
"EPI_ISL_18231818|H3N2|HA|Southeast_Asia|SouthKorea|2023-05-22",708,901,2023-05-22,2023.38630136986,2023-05-21,"SouthKorea","Persistent lineages","2023-05"
"EPI_ISL_18242215|H3N2|HA|Southeast_Asia|SriLanka|2023-07-11",860,901,2023-07-11,2023.52328767123,2023-07-10,"SriLanka","Persistent lineages","2023-07"
"EPI_ISL_18242218|H3N2|HA|Southeast_Asia|SriLanka|2023-07-12",854,901,2023-07-12,2023.52602739726,2023-07-11,"SriLanka","Persistent lineages","2023-07"
"EPI_ISL_18242221|H3N2|HA|Southeast_Asia|SriLanka|2023-08-03",849,901,2023-08-03,2023.58630136986,2023-08-02,"SriLanka","Persistent lineages","2023-08"
"EPI_ISL_18246503|H3N2|HA|Southeast_Asia|Thailand|2023-07-21",845,901,2023-07-21,2023.55068493151,2023-07-21,"Thailand","Persistent lineages","2023-07"
"EPI_ISL_18285461|H3N2|HA|Southeast_Asia|Bhutan|2013-02-13",899,901,2013-02-13,2013.11780821918,2013-02-13,"Bhutan","Persistent lineages","2013-02"
"EPI_ISL_18292942|H3N2|HA|Southeast_Asia|Thailand|2023-08-15",847,901,2023-08-15,2023.61917808219,2023-08-14,"Thailand","Persistent lineages","2023-08"
"EPI_ISL_18320390|H3N2|HA|Southeast_Asia|MalaysiaBrunei|2023-06-08",862,901,2023-06-08,2023.43287671233,2023-06-08,"MalaysiaBrunei","Persistent lineages","2023-06"
"EPI_ISL_18354482|H3N2|HA|Southeast_Asia|MalaysiaBrunei|2023-08-01",857,901,2023-08-01,2023.58082191781,2023-08-01,"MalaysiaBrunei","Persistent lineages","2023-08"
"EPI_ISL_18390012|H3N2|HA|Southeast_Asia|Japan|2023-09-16",658,901,2023-09-16,2023.70684931507,2023-09-16,"Japan","Persistent lineages","2023-09"
"EPI_ISL_18406886|H3N2|HA|Southeast_Asia|Cambodia|2023-06",866,901,2023-06-16,2023.45534520548,2023-06-16,"Cambodia","Persistent lineages","2023-06"
"EPI_ISL_18430824|H3N2|HA|Southeast_Asia|Bhutan|2023-05-30",852,901,2023-05-30,2023.40821917808,2023-05-29,"Bhutan","Persistent lineages","2023-05"
"EPI_ISL_18451773|H3N2|HA|Southeast_Asia|Bhutan|2023-06-05",853,901,2023-06-05,2023.42465753425,2023-06-05,"Bhutan","Persistent lineages","2023-06"
"EPI_ISL_18454978|H3N2|HA|Southeast_Asia|Cambodia|2023-09",648,901,2023-09-17,2023.71064520548,2023-09-17,"Cambodia","Persistent lineages","2023-09"
"EPI_ISL_18454981|H3N2|HA|Southeast_Asia|Cambodia|2023-09",668,901,2023-09-16,2023.70704520548,2023-09-16,"Cambodia","Persistent lineages","2023-09"
"EPI_ISL_18457535|H3N2|HA|Southeast_Asia|MalaysiaBrunei|2023-04-09",853,901,2023-04-09,2023.26849315068,2023-04-08,"MalaysiaBrunei","Persistent lineages","2023-04"
"EPI_ISL_18485099|H3N2|HA|Southeast_Asia|MacaoChina|2023-06-20",867,901,2023-06-20,2023.46575342466,2023-06-20,"MacaoChina","Persistent lineages","2023-06"
"EPI_ISL_18485118|H3N2|HA|Southeast_Asia|MacaoChina|2023-04-11",869,901,2023-04-11,2023.27397260274,2023-04-11,"MacaoChina","Persistent lineages","2023-04"
"EPI_ISL_18485119|H3N2|HA|Southeast_Asia|MacaoChina|2023-05-02",867,901,2023-05-02,2023.33150684932,2023-05-02,"MacaoChina","Persistent lineages","2023-05"
"EPI_ISL_184936|H3N2|HA|Southeast_Asia|NorthChina|2010-12-14",613,901,2010-12-14,2010.95068493151,2010-12-14,"NorthChina","Persistent lineages","2010-12"
"EPI_ISL_185012|H3N2|HA|Southeast_Asia|India|2010-10-25",479,901,2010-10-25,2010.81369863014,2010-10-25,"India","Persistent lineages","2010-10"
"EPI_ISL_18506247|H3N2|HA|Southeast_Asia|SouthKorea|2023-09-18",672,901,2023-09-18,2023.71232876712,2023-09-17,"SouthKorea","Persistent lineages","2023-09"
"EPI_ISL_185117|H3N2|HA|Southeast_Asia|NorthChina|2008-01-09",889,901,2008-01-09,2008.0218579235,2008-01-08,"NorthChina","Persistent lineages","2008-01"
"EPI_ISL_185194|H3N2|HA|Southeast_Asia|India|2009-07-23",892,901,2009-07-23,2009.55616438356,2009-07-22,"India","Persistent lineages","2009-07"
"EPI_ISL_185211|H3N2|HA|Southeast_Asia|NorthChina|2007-01-03",802,901,2007-01-03,2007.00547945205,2007-01-02,"NorthChina","Persistent lineages","2007-01"
"EPI_ISL_185223|H3N2|HA|Southeast_Asia|India|2010-08-30",891,901,2010-08-30,2010.6602739726,2010-08-29,"India","Persistent lineages","2010-08"
"EPI_ISL_185282|H3N2|HA|Southeast_Asia|NorthChina|2007-01-04",891,901,2007-01-04,2007.00821917808,2007-01-03,"NorthChina","Persistent lineages","2007-01"
"EPI_ISL_185368|H3N2|HA|Southeast_Asia|NorthChina|2009-10-06",608,901,2009-10-06,2009.76164383562,2009-10-06,"NorthChina","Persistent lineages","2009-10"
"EPI_ISL_18539964|H3N2|HA|Southeast_Asia|Thailand|2023-10-18",648,901,2023-10-18,2023.79452054795,2023-10-18,"Thailand","Persistent lineages","2023-10"
"EPI_ISL_185455|H3N2|HA|Southeast_Asia|CentralChina|2009-09-03",627,901,2009-09-03,2009.67123287671,2009-09-02,"CentralChina","Persistent lineages","2009-09"
"EPI_ISL_185679|H3N2|HA|Southeast_Asia|CentralChina|2008-03-12",890,901,2008-03-12,2008.19398907104,2008-03-11,"CentralChina","Persistent lineages","2008-03"
"EPI_ISL_185817|H3N2|HA|Southeast_Asia|India|2009-10-02",901,901,2009-10-02,2009.75068493151,2009-10-02,"India","Persistent lineages","2009-10"
"EPI_ISL_185824|H3N2|HA|Southeast_Asia|SouthChina|2010-09-06",852,901,2010-09-06,2010.67945205479,2010-09-05,"SouthChina","Persistent lineages","2010-09"
