"tip","count","count_tree","Date","Date1","Date2","Location","type","year_month"
"EPI_ISL_100804|Victoria|HA|Southeast_Asia|CentralChina|2011-10-24",463,472,2011-10-24,2011.81095890411,2011-10-24,"CentralChina","Non-persistent lineages","2011-10"
"EPI_ISL_100806|Victoria|HA|Southeast_Asia|CentralChina|2011-10-31",463,472,2011-10-31,2011.8301369863,2011-10-30,"CentralChina","Non-persistent lineages","2011-10"
"EPI_ISL_100807|Victoria|HA|Southeast_Asia|SouthChina|2011-10-24",463,472,2011-10-24,2011.81095890411,2011-10-24,"SouthChina","Non-persistent lineages","2011-10"
"EPI_ISL_100830|Victoria|HA|Southeast_Asia|SouthChina|2011-11-03",463,472,2011-11-03,2011.83835616438,2011-11-02,"SouthChina","Non-persistent lineages","2011-11"
"EPI_ISL_100831|Victoria|HA|Southeast_Asia|SouthChina|2011-11-01",463,472,2011-11-01,2011.83287671233,2011-11-01,"SouthChina","Non-persistent lineages","2011-11"
"EPI_ISL_100833|Victoria|HA|Southeast_Asia|SouthChina|2011-11-09",463,472,2011-11-09,2011.85479452055,2011-11-09,"SouthChina","Non-persistent lineages","2011-11"
"EPI_ISL_101364|Victoria|HA|Southeast_Asia|Vietnam|2011-10-03",463,472,2011-10-03,2011.75342465753,2011-10-02,"Vietnam","Non-persistent lineages","2011-10"
"EPI_ISL_10290349|Victoria|HA|Southeast_Asia|Nepal|2021-09-01",461,472,2021-09-01,2021.66575342466,2021-09-01,"Nepal","Non-persistent lineages","2021-09"
"EPI_ISL_10290358|Victoria|HA|Southeast_Asia|Nepal|2021-09-01",461,472,2021-09-01,2021.66575342466,2021-09-01,"Nepal","Non-persistent lineages","2021-09"
"EPI_ISL_10290367|Victoria|HA|Southeast_Asia|Nepal|2021-09-06",462,472,2021-09-06,2021.67945205479,2021-09-05,"Nepal","Non-persistent lineages","2021-09"
"EPI_ISL_10290370|Victoria|HA|Southeast_Asia|Nepal|2021-09-06",461,472,2021-09-06,2021.67945205479,2021-09-05,"Nepal","Non-persistent lineages","2021-09"
"EPI_ISL_103120|Victoria|HA|Southeast_Asia|HongkongChina|2011-12-12",463,472,2011-12-12,2011.94520547945,2011-12-11,"HongkongChina","Non-persistent lineages","2011-12"
"EPI_ISL_10331631|Victoria|HA|Southeast_Asia|SriLanka|2022-01-13",461,472,2022-01-13,2022.03287671233,2022-01-13,"SriLanka","Non-persistent lineages","2022-01"
"EPI_ISL_104041|Victoria|HA|Southeast_Asia|CentralChina|2011-11-21",463,472,2011-11-21,2011.88767123288,2011-11-21,"CentralChina","Non-persistent lineages","2011-11"
"EPI_ISL_104049|Victoria|HA|Southeast_Asia|Japan|2010-09-03",463,472,2010-09-03,2010.67123287671,2010-09-02,"Japan","Non-persistent lineages","2010-09"
"EPI_ISL_10492351|Victoria|HA|Southeast_Asia|Nepal|2021-08-10",461,472,2021-08-10,2021.60547945205,2021-08-09,"Nepal","Non-persistent lineages","2021-08"
"EPI_ISL_10826486|Victoria|HA|Southeast_Asia|India|2021-11-09",461,472,2021-11-09,2021.85479452055,2021-11-09,"India","Non-persistent lineages","2021-11"
"EPI_ISL_10826489|Victoria|HA|Southeast_Asia|India|2021-09-26",461,472,2021-09-26,2021.73424657534,2021-09-25,"India","Non-persistent lineages","2021-09"
"EPI_ISL_10826491|Victoria|HA|Southeast_Asia|India|2021-11-20",461,472,2021-11-20,2021.88493150685,2021-11-20,"India","Non-persistent lineages","2021-11"
"EPI_ISL_10826494|Victoria|HA|Southeast_Asia|India|2021-10-16",462,472,2021-10-16,2021.78904109589,2021-10-15,"India","Non-persistent lineages","2021-10"
"EPI_ISL_10826495|Victoria|HA|Southeast_Asia|India|2021-10-16",462,472,2021-10-16,2021.78904109589,2021-10-15,"India","Non-persistent lineages","2021-10"
"EPI_ISL_11303036|Victoria|HA|Southeast_Asia|Nepal|2021-09-14",461,472,2021-09-14,2021.70136986301,2021-09-13,"Nepal","Non-persistent lineages","2021-09"
"EPI_ISL_11499444|Victoria|HA|Southeast_Asia|Philippines|2021-12-13",463,472,2021-12-13,2021.94794520548,2021-12-13,"Philippines","Non-persistent lineages","2021-12"
"EPI_ISL_11499445|Victoria|HA|Southeast_Asia|Philippines|2021-12-12",463,472,2021-12-12,2021.94520547945,2021-12-11,"Philippines","Non-persistent lineages","2021-12"
"EPI_ISL_117024|Victoria|HA|Southeast_Asia|CentralChina|2012-01-18",464,472,2012-01-18,2012.04644808743,2012-01-17,"CentralChina","Non-persistent lineages","2012-01"
"EPI_ISL_117034|Victoria|HA|Southeast_Asia|CentralChina|2012-01-04",463,472,2012-01-04,2012.00819672131,2012-01-03,"CentralChina","Non-persistent lineages","2012-01"
"EPI_ISL_117040|Victoria|HA|Southeast_Asia|NorthChina|2012-01-17",463,472,2012-01-17,2012.04371584699,2012-01-16,"NorthChina","Non-persistent lineages","2012-01"
"EPI_ISL_118606|Victoria|HA|Southeast_Asia|Philippines|2011-10-06",463,472,2011-10-06,2011.76164383562,2011-10-06,"Philippines","Non-persistent lineages","2011-10"
"EPI_ISL_118946|Victoria|HA|Southeast_Asia|Laos|2011-10-24",463,472,2011-10-24,2011.81095890411,2011-10-24,"Laos","Non-persistent lineages","2011-10"
"EPI_ISL_121698|Victoria|HA|Southeast_Asia|MacaoChina|2012-01-10",463,472,2012-01-10,2012.02459016393,2012-01-09,"MacaoChina","Non-persistent lineages","2012-01"
"EPI_ISL_122339|Victoria|HA|Southeast_Asia|TaiwanChina|2012-03-14",463,472,2012-03-14,2012.19945355191,2012-03-13,"TaiwanChina","Non-persistent lineages","2012-03"
"EPI_ISL_12609|Victoria|HA|Southeast_Asia|TaiwanChina|2007",464,472,2007-06-06,2007.43012465753,2007-06-06,"TaiwanChina","Non-persistent lineages","2007-06"
"EPI_ISL_12611|Victoria|HA|Southeast_Asia|TaiwanChina|2007",463,472,2007-06-06,2007.42912465753,2007-06-06,"TaiwanChina","Non-persistent lineages","2007-06"
"EPI_ISL_126262|Victoria|HA|Southeast_Asia|CentralChina|2012-02-01",464,472,2012-02-01,2012.08469945355,2012-01-31,"CentralChina","Non-persistent lineages","2012-02"
"EPI_ISL_126264|Victoria|HA|Southeast_Asia|SouthChina|2012-02-02",463,472,2012-02-02,2012.08743169399,2012-02-01,"SouthChina","Non-persistent lineages","2012-02"
"EPI_ISL_126267|Victoria|HA|Southeast_Asia|SouthChina|2012-02-03",464,472,2012-02-03,2012.09016393443,2012-02-02,"SouthChina","Non-persistent lineages","2012-02"
"EPI_ISL_126268|Victoria|HA|Southeast_Asia|CentralChina|2012-02-06",467,472,2012-02-06,2012.09836065574,2012-02-05,"CentralChina","Non-persistent lineages","2012-02"
"EPI_ISL_126271|Victoria|HA|Southeast_Asia|CentralChina|2012-02-07",463,472,2012-02-07,2012.10109289617,2012-02-06,"CentralChina","Non-persistent lineages","2012-02"
"EPI_ISL_126284|Victoria|HA|Southeast_Asia|SouthChina|2012-02-20",464,472,2012-02-20,2012.13661202186,2012-02-19,"SouthChina","Non-persistent lineages","2012-02"
"EPI_ISL_126291|Victoria|HA|Southeast_Asia|SouthChina|2012-02-22",463,472,2012-02-22,2012.14207650273,2012-02-21,"SouthChina","Non-persistent lineages","2012-02"
"EPI_ISL_126309|Victoria|HA|Southeast_Asia|CentralChina|2012-03-06",463,472,2012-03-06,2012.17759562842,2012-03-05,"CentralChina","Non-persistent lineages","2012-03"
"EPI_ISL_126312|Victoria|HA|Southeast_Asia|NorthChina|2012-03-07",464,472,2012-03-07,2012.18032786885,2012-03-06,"NorthChina","Non-persistent lineages","2012-03"
"EPI_ISL_12667317|Victoria|HA|Southeast_Asia|HongkongChina|2021-10-08",461,472,2021-10-08,2021.76712328767,2021-10-07,"HongkongChina","Non-persistent lineages","2021-10"
"EPI_ISL_12667318|Victoria|HA|Southeast_Asia|HongkongChina|2021-12-28",428,472,2021-12-28,2021.98904109589,2021-12-27,"HongkongChina","Non-persistent lineages","2021-12"
"EPI_ISL_127861|Victoria|HA|Southeast_Asia|HongkongChina|2012-05-17",464,472,2012-05-17,2012.37431693989,2012-05-16,"HongkongChina","Non-persistent lineages","2012-05"
"EPI_ISL_128122|Victoria|HA|Southeast_Asia|HongkongChina|2012-05-04",463,472,2012-05-04,2012.33879781421,2012-05-03,"HongkongChina","Non-persistent lineages","2012-05"
"EPI_ISL_128725|Victoria|HA|Southeast_Asia|MacaoChina|2012-02-13",464,472,2012-02-13,2012.1174863388,2012-02-12,"MacaoChina","Non-persistent lineages","2012-02"
"EPI_ISL_131836|Victoria|HA|Southeast_Asia|Bangladesh|2012-10-08",261,472,2012-10-08,2012.76775956284,2012-10-07,"Bangladesh","Non-persistent lineages","2012-10"
"EPI_ISL_133074|Victoria|HA|Southeast_Asia|Bangladesh|2012-10-11",261,472,2012-10-11,2012.77595628415,2012-10-10,"Bangladesh","Non-persistent lineages","2012-10"
"EPI_ISL_133075|Victoria|HA|Southeast_Asia|Bangladesh|2012-10-11",261,472,2012-10-11,2012.77595628415,2012-10-10,"Bangladesh","Non-persistent lineages","2012-10"
"EPI_ISL_133087|Victoria|HA|Southeast_Asia|Bangladesh|2012-07-19",261,472,2012-07-19,2012.54644808743,2012-07-18,"Bangladesh","Non-persistent lineages","2012-07"
"EPI_ISL_133547|Victoria|HA|Southeast_Asia|Japan|2012-11-21",472,472,2012-11-21,2012.88797814208,2012-11-20,"Japan","Non-persistent lineages","2012-11"
"EPI_ISL_134507|Victoria|HA|Southeast_Asia|SriLanka|2010-10-28",465,472,2010-10-28,2010.82191780822,2010-10-28,"SriLanka","Non-persistent lineages","2010-10"
"EPI_ISL_134514|Victoria|HA|Southeast_Asia|SriLanka|2011-02-21",463,472,2011-02-21,2011.1397260274,2011-02-21,"SriLanka","Non-persistent lineages","2011-02"
"EPI_ISL_134557|Victoria|HA|Southeast_Asia|India|2012-11-26",261,472,2012-11-26,2012.90163934426,2012-11-25,"India","Non-persistent lineages","2012-11"
"EPI_ISL_13631829|Victoria|HA|Southeast_Asia|Myanmar|2021-11-09",470,472,2021-11-09,2021.85479452055,2021-11-09,"Myanmar","Non-persistent lineages","2021-11"
"EPI_ISL_13632067|Victoria|HA|Southeast_Asia|Myanmar|2021-11-09",462,472,2021-11-09,2021.85479452055,2021-11-09,"Myanmar","Non-persistent lineages","2021-11"
"EPI_ISL_137204|Victoria|HA|Southeast_Asia|HongkongChina|2012-11-09",424,472,2012-11-09,2012.85519125683,2012-11-08,"HongkongChina","Non-persistent lineages","2012-11"
"EPI_ISL_137253|Victoria|HA|Southeast_Asia|SouthKorea|2013-01-01",261,472,2013-01-01,2013,2013-01-01,"SouthKorea","Non-persistent lineages","2013-01"
"EPI_ISL_137270|Victoria|HA|Southeast_Asia|Japan|2013-01-17",261,472,2013-01-17,2013.04383561644,2013-01-17,"Japan","Non-persistent lineages","2013-01"
"EPI_ISL_13835107|Victoria|HA|Southeast_Asia|Singapore|2022-01-08",461,472,2022-01-08,2022.01917808219,2022-01-07,"Singapore","Non-persistent lineages","2022-01"
"EPI_ISL_13835114|Victoria|HA|Southeast_Asia|Singapore|2022-05-30",463,472,2022-05-30,2022.40821917808,2022-05-29,"Singapore","Non-persistent lineages","2022-05"
"EPI_ISL_140288|Victoria|HA|Southeast_Asia|Laos|2012-12-25",464,472,2012-12-25,2012.98087431694,2012-12-24,"Laos","Non-persistent lineages","2012-12"
"EPI_ISL_14033219|Victoria|HA|Southeast_Asia|CentralChina|2022-05-26",428,472,2022-05-26,2022.39726027397,2022-05-25,"CentralChina","Non-persistent lineages","2022-05"
"EPI_ISL_14033222|Victoria|HA|Southeast_Asia|CentralChina|2022-05-23",428,472,2022-05-23,2022.38904109589,2022-05-22,"CentralChina","Non-persistent lineages","2022-05"
"EPI_ISL_14033226|Victoria|HA|Southeast_Asia|CentralChina|2022-05-16",428,472,2022-05-16,2022.3698630137,2022-05-16,"CentralChina","Non-persistent lineages","2022-05"
"EPI_ISL_14033230|Victoria|HA|Southeast_Asia|SouthChina|2022-05-04",429,472,2022-05-04,2022.33698630137,2022-05-04,"SouthChina","Non-persistent lineages","2022-05"
"EPI_ISL_14033233|Victoria|HA|Southeast_Asia|SouthChina|2022-05-03",428,472,2022-05-03,2022.33424657534,2022-05-02,"SouthChina","Non-persistent lineages","2022-05"
"EPI_ISL_14033238|Victoria|HA|Southeast_Asia|CentralChina|2022-04-19",428,472,2022-04-19,2022.29589041096,2022-04-19,"CentralChina","Non-persistent lineages","2022-04"
"EPI_ISL_14033248|Victoria|HA|Southeast_Asia|SouthChina|2022-04-11",428,472,2022-04-11,2022.27397260274,2022-04-11,"SouthChina","Non-persistent lineages","2022-04"
"EPI_ISL_14033260|Victoria|HA|Southeast_Asia|CentralChina|2022-04-03",428,472,2022-04-03,2022.25205479452,2022-04-02,"CentralChina","Non-persistent lineages","2022-04"
"EPI_ISL_14033265|Victoria|HA|Southeast_Asia|CentralChina|2022-03-23",428,472,2022-03-23,2022.22191780822,2022-03-23,"CentralChina","Non-persistent lineages","2022-03"
"EPI_ISL_14033298|Victoria|HA|Southeast_Asia|NorthChina|2022-03-15",428,472,2022-03-15,2022.2,2022-03-15,"NorthChina","Non-persistent lineages","2022-03"
"EPI_ISL_14033392|Victoria|HA|Southeast_Asia|NorthChina|2022-03-09",428,472,2022-03-09,2022.18356164384,2022-03-09,"NorthChina","Non-persistent lineages","2022-03"
"EPI_ISL_14033402|Victoria|HA|Southeast_Asia|NorthChina|2022-03-08",428,472,2022-03-08,2022.18082191781,2022-03-08,"NorthChina","Non-persistent lineages","2022-03"
"EPI_ISL_14033405|Victoria|HA|Southeast_Asia|NorthChina|2022-03-01",428,472,2022-03-01,2022.16164383562,2022-03-01,"NorthChina","Non-persistent lineages","2022-03"
"EPI_ISL_14033435|Victoria|HA|Southeast_Asia|NorthChina|2022-02-09",428,472,2022-02-09,2022.10684931507,2022-02-09,"NorthChina","Non-persistent lineages","2022-02"
"EPI_ISL_14033444|Victoria|HA|Southeast_Asia|NorthChina|2022-02-08",428,472,2022-02-08,2022.10410958904,2022-02-07,"NorthChina","Non-persistent lineages","2022-02"
"EPI_ISL_14033458|Victoria|HA|Southeast_Asia|SouthChina|2022-02-08",428,472,2022-02-08,2022.10410958904,2022-02-07,"SouthChina","Non-persistent lineages","2022-02"
"EPI_ISL_14033465|Victoria|HA|Southeast_Asia|CentralChina|2022-02-02",428,472,2022-02-02,2022.08767123288,2022-02-02,"CentralChina","Non-persistent lineages","2022-02"
"EPI_ISL_14033503|Victoria|HA|Southeast_Asia|CentralChina|2022-01-14",428,472,2022-01-14,2022.03561643836,2022-01-14,"CentralChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033539|Victoria|HA|Southeast_Asia|NorthChina|2022-01-11",428,472,2022-01-11,2022.02739726027,2022-01-10,"NorthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033545|Victoria|HA|Southeast_Asia|SouthChina|2022-01-09",428,472,2022-01-09,2022.02191780822,2022-01-09,"SouthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033547|Victoria|HA|Southeast_Asia|NorthChina|2022-01-10",428,472,2022-01-10,2022.02465753425,2022-01-10,"NorthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033553|Victoria|HA|Southeast_Asia|NorthChina|2022-01-05",428,472,2022-01-05,2022.01095890411,2022-01-05,"NorthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033556|Victoria|HA|Southeast_Asia|NorthChina|2022-01-04",428,472,2022-01-04,2022.00821917808,2022-01-03,"NorthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033557|Victoria|HA|Southeast_Asia|NorthChina|2022-01-19",428,472,2022-01-19,2022.04931506849,2022-01-18,"NorthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033591|Victoria|HA|Southeast_Asia|SouthChina|2022-01-11",428,472,2022-01-11,2022.02739726027,2022-01-10,"SouthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033595|Victoria|HA|Southeast_Asia|CentralChina|2022-01-04",428,472,2022-01-04,2022.00821917808,2022-01-03,"CentralChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033650|Victoria|HA|Southeast_Asia|NorthChina|2021-12-01",428,472,2021-12-01,2021.91506849315,2021-11-30,"NorthChina","Non-persistent lineages","2021-12"
"EPI_ISL_14033657|Victoria|HA|Southeast_Asia|SouthChina|2021-12-06",428,472,2021-12-06,2021.92876712329,2021-12-06,"SouthChina","Non-persistent lineages","2021-12"
"EPI_ISL_14033677|Victoria|HA|Southeast_Asia|NorthChina|2022-01-03",428,472,2022-01-03,2022.00547945205,2022-01-02,"NorthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14033692|Victoria|HA|Southeast_Asia|NorthChina|2022-01-10",428,472,2022-01-10,2022.02465753425,2022-01-10,"NorthChina","Non-persistent lineages","2022-01"
"EPI_ISL_14064630|Victoria|HA|Southeast_Asia|Nepal|2021-08-09",461,472,2021-08-09,2021.60273972603,2021-08-09,"Nepal","Non-persistent lineages","2021-08"
"EPI_ISL_141579|Victoria|HA|Southeast_Asia|Singapore|2012-11-16",261,472,2012-11-16,2012.87431693989,2012-11-15,"Singapore","Non-persistent lineages","2012-11"
"EPI_ISL_14387918|Victoria|HA|Southeast_Asia|HongkongChina|2022-06-12",470,472,2022-06-12,2022.44383561644,2022-06-12,"HongkongChina","Non-persistent lineages","2022-06"
"EPI_ISL_14387921|Victoria|HA|Southeast_Asia|HongkongChina|2022-01-11",428,472,2022-01-11,2022.02739726027,2022-01-10,"HongkongChina","Non-persistent lineages","2022-01"
"EPI_ISL_14456630|Victoria|HA|Southeast_Asia|CentralChina|2022-03-09",428,472,2022-03-09,2022.18356164384,2022-03-09,"CentralChina","Non-persistent lineages","2022-03"
"EPI_ISL_145001|Victoria|HA|Southeast_Asia|Japan|2013-04-25",268,472,2013-04-25,2013.31232876712,2013-04-24,"Japan","Non-persistent lineages","2013-04"
"EPI_ISL_145552|Victoria|HA|Southeast_Asia|Japan|2013-06-19",261,472,2013-06-19,2013.46301369863,2013-06-18,"Japan","Non-persistent lineages","2013-06"
"EPI_ISL_145568|Victoria|HA|Southeast_Asia|Japan|2013-03-21",271,472,2013-03-21,2013.21643835616,2013-03-20,"Japan","Non-persistent lineages","2013-03"
"EPI_ISL_146083|Victoria|HA|Southeast_Asia|TaiwanChina|2013-05-05",265,472,2013-05-05,2013.3397260274,2013-05-05,"TaiwanChina","Non-persistent lineages","2013-05"
"EPI_ISL_14794761|Victoria|HA|Southeast_Asia|HongkongChina|2022-06-02",461,472,2022-06-02,2022.41643835616,2022-06-01,"HongkongChina","Non-persistent lineages","2022-06"
"EPI_ISL_14818827|Victoria|HA|Southeast_Asia|SouthChina|2022-06-08",428,472,2022-06-08,2022.43287671233,2022-06-08,"SouthChina","Non-persistent lineages","2022-06"
"EPI_ISL_1483364|Victoria|HA|Southeast_Asia|Japan|2020-03-01",252,472,2020-03-01,2020.16393442623,2020-02-29,"Japan","Non-persistent lineages","2020-03"
"EPI_ISL_14854676|Victoria|HA|Southeast_Asia|India|2021-09-28",462,472,2021-09-28,2021.7397260274,2021-09-28,"India","Non-persistent lineages","2021-09"
"EPI_ISL_14854679|Victoria|HA|Southeast_Asia|India|2021-09-01",462,472,2021-09-01,2021.66575342466,2021-09-01,"India","Non-persistent lineages","2021-09"
"EPI_ISL_14854681|Victoria|HA|Southeast_Asia|India|2021-09-25",461,472,2021-09-25,2021.73150684932,2021-09-25,"India","Non-persistent lineages","2021-09"
"EPI_ISL_14854688|Victoria|HA|Southeast_Asia|India|2021-02-09",461,472,2021-02-09,2021.10684931507,2021-02-09,"India","Non-persistent lineages","2021-02"
"EPI_ISL_148751|Victoria|HA|Southeast_Asia|SriLanka|2013-01-15",272,472,2013-01-15,2013.03835616438,2013-01-14,"SriLanka","Non-persistent lineages","2013-01"
"EPI_ISL_14991624|Victoria|HA|Southeast_Asia|Philippines|2022-08-08",468,472,2022-08-08,2022.6,2022-08-08,"Philippines","Non-persistent lineages","2022-08"
"EPI_ISL_14991638|Victoria|HA|Southeast_Asia|IndonesiaEastTimor|2022-07-01",461,472,2022-07-01,2022.49589041096,2022-07-01,"IndonesiaEastTimor","Non-persistent lineages","2022-07"
"EPI_ISL_150189|Victoria|HA|Southeast_Asia|Bangladesh|2013-08-24",268,472,2013-08-24,2013.64383561644,2013-08-24,"Bangladesh","Non-persistent lineages","2013-08"
"EPI_ISL_150191|Victoria|HA|Southeast_Asia|Bangladesh|2013-08-27",268,472,2013-08-27,2013.65205479452,2013-08-26,"Bangladesh","Non-persistent lineages","2013-08"
"EPI_ISL_150324|Victoria|HA|Southeast_Asia|Japan|2013-05-13",271,472,2013-05-13,2013.36164383562,2013-05-13,"Japan","Non-persistent lineages","2013-05"
"EPI_ISL_15146352|Victoria|HA|Southeast_Asia|MacaoChina|2013-05-13",274,472,2013-05-13,2013.36164383562,2013-05-13,"MacaoChina","Non-persistent lineages","2013-05"
"EPI_ISL_15146513|Victoria|HA|Southeast_Asia|Singapore|2014-01-16",268,472,2014-01-16,2014.04109589041,2014-01-15,"Singapore","Non-persistent lineages","2014-01"
"EPI_ISL_15146518|Victoria|HA|Southeast_Asia|Singapore|2014-01-03",268,472,2014-01-03,2014.00547945205,2014-01-02,"Singapore","Non-persistent lineages","2014-01"
"EPI_ISL_151771|Victoria|HA|Southeast_Asia|HongkongChina|2013-09-13",269,472,2013-09-13,2013.69863013699,2013-09-13,"HongkongChina","Non-persistent lineages","2013-09"
"EPI_ISL_151772|Victoria|HA|Southeast_Asia|HongkongChina|2013-09-28",269,472,2013-09-28,2013.7397260274,2013-09-28,"HongkongChina","Non-persistent lineages","2013-09"
"EPI_ISL_151774|Victoria|HA|Southeast_Asia|Bangladesh|2013-08-14",268,472,2013-08-14,2013.61643835616,2013-08-13,"Bangladesh","Non-persistent lineages","2013-08"
"EPI_ISL_152862|Victoria|HA|Southeast_Asia|Japan|2013-10-21",271,472,2013-10-21,2013.80273972603,2013-10-21,"Japan","Non-persistent lineages","2013-10"
"EPI_ISL_153252|Victoria|HA|Southeast_Asia|CentralChina|2013-12-12",463,472,2013-12-12,2013.94520547945,2013-12-11,"CentralChina","Non-persistent lineages","2013-12"
"EPI_ISL_153277|Victoria|HA|Southeast_Asia|CentralChina|2013-11-16",414,472,2013-11-16,2013.87397260274,2013-11-16,"CentralChina","Non-persistent lineages","2013-11"
"EPI_ISL_153320|Victoria|HA|Southeast_Asia|SouthChina|2013-09-02",274,472,2013-09-02,2013.66849315068,2013-09-01,"SouthChina","Non-persistent lineages","2013-09"
"EPI_ISL_153873|Victoria|HA|Southeast_Asia|Japan|2013-12-11",279,472,2013-12-11,2013.94246575342,2013-12-10,"Japan","Non-persistent lineages","2013-12"
"EPI_ISL_153874|Victoria|HA|Southeast_Asia|Japan|2013-12-11",279,472,2013-12-11,2013.94246575342,2013-12-10,"Japan","Non-persistent lineages","2013-12"
"EPI_ISL_154041|Victoria|HA|Southeast_Asia|HongkongChina|2013-12-13",269,472,2013-12-13,2013.94794520548,2013-12-13,"HongkongChina","Non-persistent lineages","2013-12"
"EPI_ISL_154042|Victoria|HA|Southeast_Asia|HongkongChina|2013-12-12",285,472,2013-12-12,2013.94520547945,2013-12-11,"HongkongChina","Non-persistent lineages","2013-12"
"EPI_ISL_154847|Victoria|HA|Southeast_Asia|HongkongChina|2013-12-12",282,472,2013-12-12,2013.94520547945,2013-12-11,"HongkongChina","Non-persistent lineages","2013-12"
"EPI_ISL_154849|Victoria|HA|Southeast_Asia|TaiwanChina|2013-11-05",269,472,2013-11-05,2013.84383561644,2013-11-05,"TaiwanChina","Non-persistent lineages","2013-11"
"EPI_ISL_15534249|Victoria|HA|Southeast_Asia|Laos|2022-05-30",462,472,2022-05-30,2022.40821917808,2022-05-29,"Laos","Non-persistent lineages","2022-05"
"EPI_ISL_15534256|Victoria|HA|Southeast_Asia|Laos|2022-06-28",462,472,2022-06-28,2022.48767123288,2022-06-28,"Laos","Non-persistent lineages","2022-06"
"EPI_ISL_15610774|Victoria|HA|Southeast_Asia|Thailand|2022-09-29",461,472,2022-09-29,2022.74246575342,2022-09-28,"Thailand","Non-persistent lineages","2022-09"
"EPI_ISL_156818|Victoria|HA|Southeast_Asia|Japan|2013-12-25",279,472,2013-12-25,2013.98082191781,2013-12-25,"Japan","Non-persistent lineages","2013-12"
"EPI_ISL_157051|Victoria|HA|Southeast_Asia|TaiwanChina|2013-12-05",269,472,2013-12-05,2013.92602739726,2013-12-04,"TaiwanChina","Non-persistent lineages","2013-12"
"EPI_ISL_157471|Victoria|HA|Southeast_Asia|Bangladesh|2013-10-24",268,472,2013-10-24,2013.81095890411,2013-10-24,"Bangladesh","Non-persistent lineages","2013-10"
"EPI_ISL_157473|Victoria|HA|Southeast_Asia|Bangladesh|2013-11-10",270,472,2013-11-10,2013.85753424658,2013-11-10,"Bangladesh","Non-persistent lineages","2013-11"
"EPI_ISL_157836|Victoria|HA|Southeast_Asia|SouthKorea|2013-12-18",270,472,2013-12-18,2013.96164383562,2013-12-18,"SouthKorea","Non-persistent lineages","2013-12"
"EPI_ISL_157839|Victoria|HA|Southeast_Asia|SouthKorea|2013-12-09",275,472,2013-12-09,2013.93698630137,2013-12-09,"SouthKorea","Non-persistent lineages","2013-12"
"EPI_ISL_157849|Victoria|HA|Southeast_Asia|Bangladesh|2013-11-21",268,472,2013-11-21,2013.88767123288,2013-11-21,"Bangladesh","Non-persistent lineages","2013-11"
"EPI_ISL_158963|Victoria|HA|Southeast_Asia|Bangladesh|2013-11-07",268,472,2013-11-07,2013.84931506849,2013-11-06,"Bangladesh","Non-persistent lineages","2013-11"
"EPI_ISL_158964|Victoria|HA|Southeast_Asia|Bangladesh|2013-11-11",268,472,2013-11-11,2013.8602739726,2013-11-10,"Bangladesh","Non-persistent lineages","2013-11"
"EPI_ISL_15937196|Victoria|HA|Southeast_Asia|Thailand|2022-08-11",462,472,2022-08-11,2022.60821917808,2022-08-10,"Thailand","Non-persistent lineages","2022-08"
"EPI_ISL_159386|Victoria|HA|Southeast_Asia|Japan|2014-01-31",330,472,2014-01-31,2014.08219178082,2014-01-30,"Japan","Non-persistent lineages","2014-01"
"EPI_ISL_159387|Victoria|HA|Southeast_Asia|Japan|2014-01-28",284,472,2014-01-28,2014.07397260274,2014-01-28,"Japan","Non-persistent lineages","2014-01"
"EPI_ISL_159388|Victoria|HA|Southeast_Asia|Japan|2014-01-30",291,472,2014-01-30,2014.07945205479,2014-01-29,"Japan","Non-persistent lineages","2014-01"
"EPI_ISL_15980880|Victoria|HA|Southeast_Asia|CentralChina|2022-01-01",428,472,2022-01-01,2022,2022-01-01,"CentralChina","Non-persistent lineages","2022-01"
"EPI_ISL_15980891|Victoria|HA|Southeast_Asia|CentralChina|2021-12-01",428,472,2021-12-01,2021.91506849315,2021-11-30,"CentralChina","Non-persistent lineages","2021-12"
"EPI_ISL_16003454|Victoria|HA|Southeast_Asia|Cambodia|2022-08-11",461,472,2022-08-11,2022.60821917808,2022-08-10,"Cambodia","Non-persistent lineages","2022-08"
"EPI_ISL_16093970|Victoria|HA|Southeast_Asia|SouthChina|2022-08-01",428,472,2022-08-01,2022.58082191781,2022-08-01,"SouthChina","Non-persistent lineages","2022-08"
"EPI_ISL_161853|Victoria|HA|Southeast_Asia|MalaysiaBrunei|2013-09-05",284,472,2013-09-05,2013.67671232877,2013-09-05,"MalaysiaBrunei","Non-persistent lineages","2013-09"
"EPI_ISL_162365|Victoria|HA|Southeast_Asia|Bangladesh|2014-04-02",269,472,2014-04-02,2014.24931506849,2014-04-01,"Bangladesh","Non-persistent lineages","2014-04"
